Status,Fit Category,Fit Score,Opportunity Stage,Opportunity Title,Agency,Office,Notice Type,Notice ID,Solicitation Number,Due Date,Days Until Due,NAICS,PSC,Set-Aside,Place of Performance,Contract Value / Ceiling,Contract Value Source Text,Why It Fits Butler,Feasibility Concern,Recommended Next Step,SeaPort / Vehicle Required,Eligibility Status,Eligibility Requirement,Prime Feasibility,Subcontract / Teaming Path,Eligibility Notes,SAM.gov Link,Attachment Links,Contact Name,Contact Email,Search Source,Refresh Status,Data Confidence,Rejection Reason,Raw Notice Type,Matched Negative Keywords,Capacity / Logging Notes
Rejected,D,-5,RFP / Solicitation,"C1AZ--657A4-26-123, Correct Structural Deficiencies and  Renovate Building 8","VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.255-NETWORK CONTRACT OFFICE 15 (36C255)",,Solicitation,c242a523852e4968815524f76fa13104,36C25526R0163,2026-08-21,16,541330,C1AZ,Service-Disabled Veteran-Owned Small Business (SDVOSB) Set-Aside (FAR 19.14),"Poplar Bluff, Missouri",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,Set-aside eligibility may limit prime feasibility,Ignore,No obvious vehicle restriction,Unknown — check Butler contract vehicles,Requires small-business set-aside eligibility.,Prime uncertain,Check whether Butler can qualify directly or should team with an eligible prime.,sdvosb; veteran-owned,https://sam.gov/workspace/contract/opp/c242a523852e4968815524f76fa13104/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/21818fe685b14a5a9641ac836b56fcd3/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=c242a523852e4968815524f76fa13104&limit=1'}",Lucia Cowsert,Lucia.Cowsert@va.gov,Primary NAICS 541330,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,presolicitation,,Attachment text read
Rejected,D,5,RFP / Solicitation,Weld Inspection & Phased Array Ultrasonic Testing (PAUT) Services,"ENERGY, DEPARTMENT OF.ENERGY, DEPARTMENT OF.BROOKHAVEN NATL LAB -DOE CONTRACTOR",,Solicitation,db4bb436564c409dbaf26566bbcc6b1e,SJ473504,2026-08-21,16,541330,H166,No Set aside used,"Upton, New York, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: testing. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/db4bb436564c409dbaf26566bbcc6b1e/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/096d9e4ddab7471698ef447bcb415219/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1b2a81db1cb94ace846e11657d3df401/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/28a93127ac7d49adb402261a8a7e50b5/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/29eb338068a242e0908c7af0fb42e0e6/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/35db462f446d47c4b8cf852e67570be1/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/366a16abbf0a4689acdf7ce2f61ca454/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/37ab5267451142499f19a305690acea7/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3c46df05d8b745b290aa9a33ecea154d/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3f91de0f757b4d75aa56b4d10756e4d3/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/860f21ae40b044d0b3ceba1595251ed9/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8c559dc5b2b141099e4612cb7bc63c6a/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c91194acc39b417992f02ab0c5a588d1/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=db4bb436564c409dbaf26566bbcc6b1e&limit=1'}",Stephen Johnston,sjohnston@bnl.gov,Primary NAICS 541330,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,solicitation,,Attachment text read; Attachment text read; Attachment text read
Rejected,D,2,RFP / Solicitation,Cathodic Protection Maintenance Services,"ENERGY, DEPARTMENT OF.ENERGY, DEPARTMENT OF.FERMILAB - DOE CONTRACTOR",,Solicitation,561d87b5360b41f586a175477d9f636a,SM-381952,2026-08-21,16,541330,H299,Small Business Set Aside - Total,"Illinois, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: uas. Attachment text was included in the screen.,Set-aside eligibility may limit prime feasibility,Ignore,No obvious vehicle restriction,Unknown — check Butler contract vehicles,Requires small-business set-aside eligibility.,Prime uncertain,Check whether Butler can qualify directly or should team with an eligible prime.,small business set aside,https://sam.gov/workspace/contract/opp/561d87b5360b41f586a175477d9f636a/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/11e7b038518e41f28fbbf97c701c58a4/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/20331cc91e7d4c508aa4fd17805c2c94/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2b6a8302a37f47c9b15bad647c89233b/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3233cbecbdcc40ef858a99fcac0f6ac5/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/333d0fc88703476ea1c67d1738872037/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3b2f6ce0b4dd4d14837248e858ea6930/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/430234818e41412fab18d09fb3984ee2/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5d85c4b9980645e09ef9401b9c0e87a5/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/77fac22bd2104a8eb2d3c370c4c9ae41/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7fe334d438124f118a7166bb5e671f1f/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/858bd4c941ce4f888bb11cbdb52babe8/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c97414f748fb4f18bfb501d20e9a81c0/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f461d1d6e444482087125bcef4b9ff48/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=561d87b5360b41f586a175477d9f636a&limit=1'}",Seth Mercil,smercil@fnal.gov,Primary NAICS 541330,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,solicitation,,Attachment text read; Attachment text read; Attachment text read
Rejected,D,2,RFP / Solicitation,"H241--Pharmacy Compounding Area Certification, for the Madison VA  medical Center, Wisconsin","VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.252-NETWORK CONTRACT OFFICE 12 (36C252)",,Solicitation,9a95a9a591b841f796b76ad3f8428fd3,36C25226Q0608,2026-08-21,16,541380,H241,Service-Disabled Veteran-Owned Small Business (SDVOSB) Set-Aside (FAR 19.14),"Madison, Wisconsin, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: certification. Attachment text was included in the screen.,Set-aside eligibility may limit prime feasibility,Ignore,No obvious vehicle restriction,Unknown — check Butler contract vehicles,Requires small-business set-aside eligibility.,Prime uncertain,Check whether Butler can qualify directly or should team with an eligible prime.,sdvosb; veteran-owned,https://sam.gov/workspace/contract/opp/9a95a9a591b841f796b76ad3f8428fd3/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f4fcd39dac3a48418f101a08d9f12dfb/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=9a95a9a591b841f796b76ad3f8428fd3&limit=1'}",Anthony Hughes,Anthony.Hughes2@va.gov,Primary NAICS 541380,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,presolicitation,,Attachment text read
Rejected,D,4,RFP / Solicitation,Investigating Aftermarket Technologies to Improve Locomotive Efficiency,"TRANSPORTATION, DEPARTMENT OF.FEDERAL RAILROAD ADMINISTRATION.693JJ6 FEDERAL RAILROAD ADMIN",,Solicitation,7abe0d4819684ae99218d8b0c15fb10b,693JJ626Q000025 ,2026-08-21,16,541380,B529,No Set aside used,"Washington, District of Columbia, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: aftermarket. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/7abe0d4819684ae99218d8b0c15fb10b/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/54348124eaba4412a0e25a8810a6b890/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5e6a50f8d7ce48069797eff7a9891210/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6738d2ac2b7e48f9a6dc4c98cecdfaca/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8b21f848e225477fa9f6b4decb887631/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/be9df184b96646a0b3cf3f6f41e709b6/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f5c7b992a7be466392460c44a7efede8/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=7abe0d4819684ae99218d8b0c15fb10b&limit=1'}",KeriAnne Gallagher,kerianne.gallagher@dot.gov,Primary NAICS 541380,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,combined synopsis/solicitation,,Attachment text read; Attachment text read; Attachment text read
Rejected,D,5,RFP / Solicitation,"H241--Pharmacy Compounding Area Certification, for the Madison VA  medical Center, Wisconsin","VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.252-NETWORK CONTRACT OFFICE 12 (36C252)",,Solicitation,1ea9ae0ded4e47d4b2719237711b9d38,36C25226Q0608,2026-08-21,16,541380,H241,,,Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: certification. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/1ea9ae0ded4e47d4b2719237711b9d38/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2f606984b22b403abb78ec111ee0abd6/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/443f90a9774f420499ca2f6e31826b06/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=1ea9ae0ded4e47d4b2719237711b9d38&limit=1'}",Anthony E Hughes,Anthony.Hughes2@va.gov,Primary NAICS 541380,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,solicitation,,Attachment text read; Attachment text read
Rejected,D,0,Sources Sought / RFI,"Project Engineering, Manufacturing, and Science Services (PEMSS)",NATIONAL AERONAUTICS AND SPACE ADMINISTRATION.NATIONAL AERONAUTICS AND SPACE ADMINISTRATION.NASA AMES RESEARCH CENTER,,Sources Sought,8156970d13f24acabd24129ded5eb762,80ARC027R0001-ID,2026-08-20,15,541330,R425,Small Business Set Aside - Total,"0, California, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: nasa. Attachment text was included in the screen.,Set-aside eligibility may limit prime feasibility,Ignore,No obvious vehicle restriction,Unknown — check Butler contract vehicles,Requires small-business set-aside eligibility.,Prime uncertain,Check whether Butler can qualify directly or should team with an eligible prime.,small business set aside,https://sam.gov/workspace/contract/opp/8156970d13f24acabd24129ded5eb762/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/30790e84d8b7428aa6dea5fdc57f1db9/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/59954ebb07c4496ea3dc19fadc0f274e/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/98a31dd6f27644a1ac14a9fe36a3ecca/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=8156970d13f24acabd24129ded5eb762&limit=1'}",Tiffany Goodwin,tiffany.n.goodwin@nasa.gov,Primary NAICS 541330,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,sources sought,,Attachment text read; Attachment text read; Attachment skipped: too large
Rejected,D,-2,Sources Sought / RFI,NOAA NESDIS DISCOS MA-IDIQ,"COMMERCE, DEPARTMENT OF.NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION.DEPT OF COMMERCE NOAA",,Sources Sought,05a246b5931b451bac903707178a4ae2,RFI-DISCOS-SIAD-26,2026-08-20,15,541330,,,"Silver Spring, Maryland, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/05a246b5931b451bac903707178a4ae2/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ea32988f4415479ca5259d4dc2cd5a70/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=05a246b5931b451bac903707178a4ae2&limit=1'}",Maryann Orellana,maryann.orellana@noaa.gov,Primary NAICS 541330,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,sources sought,,Attachment text read
Rejected,D,3,Sources Sought / RFI,Request for Information: Algorithms and Abstraction for Photonic Processing,DEPT OF DEFENSE.DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA).DEF ADVANCED RESEARCH PROJECTS AGCY,,Special Notice,0d2c24b44a5647a69d2c9ee6d2031c4b,DARPA-SN-26-107,2026-08-20,15,541715,AC12,,,Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: darpa. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/0d2c24b44a5647a69d2c9ee6d2031c4b/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/76100792c8fb4ecd993c61a5af89ab06/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=0d2c24b44a5647a69d2c9ee6d2031c4b&limit=1'}",RFI Coordinator,DARPA-SN-26-107@darpa.mil,Primary NAICS 541715,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,special notice,,Attachment text read
Rejected,D,3,RFP / Solicitation,"16--MODL,WCH,HST CTLVLV, IN REPAIR/MODIFICATION OF",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS PHILADELPHIA.NAVSUP WEAPON SYSTEMS SUPPORT,,Solicitation,17d9d4f345634512abee0f82839f5526,N0038326QLA88,2026-08-20,15,336413,1680,,,Not stated,,"Not a Butler-fit opportunity under the current conservative filter. Matched: navy, navsup.",None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/17d9d4f345634512abee0f82839f5526/view,"{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=17d9d4f345634512abee0f82839f5526&limit=1'}",Telephone: 2156976549,KIMBERLY.FLORES12.CIV@US.NAVY.MIL,Primary NAICS 336413,Partial Refresh — Capacity Reached,High,Below Butler-fit threshold,solicitation,,No downloadable attachment links found.
Rejected,D,-5,RFP / Solicitation,R425 Job Order Contract TVHS,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.249-NETWORK CONTRACT OFFICE 9 (36C249)",,Solicitation,be0792536fc848ada4a9778497e5df3e,36C24926Q0235,2026-08-20,15,561210,R425,Service-Disabled Veteran-Owned Small Business (SDVOSB) Set-Aside (FAR 19.14),"Tennessee, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,Set-aside eligibility may limit prime feasibility,Ignore,No obvious vehicle restriction,Unknown — check Butler contract vehicles,Requires small-business set-aside eligibility.,Prime uncertain,Check whether Butler can qualify directly or should team with an eligible prime.,sdvosb; veteran-owned,https://sam.gov/workspace/contract/opp/be0792536fc848ada4a9778497e5df3e/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0e2a9892b2f74b35b6a40fd0fed9128b/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/11321ebc7ea44b79afb3da7b576bc544/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/21df0fc531b340f4907ffab8ce9e0e9b/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4e947edfdd85403d9a7e9bfa9c27d52d/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6f3b0f0899d84a84a7ac8840a316e5d4/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/758a5b38861341a3a1750e84bdfb3f8f/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/85a2a51d1a564cf8b045382ca6c8e55c/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8abb9e5918cd4257802faf2a3f14ca66/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a10f769fa35d41dea721bf49a6e6c299/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e00dd2d95356406a9e7bc5644eea4d9a/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ff9c6e7b194840eab808c945b26f6cb8/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=be0792536fc848ada4a9778497e5df3e&limit=1'}",Diane Ziegler,diane.ziegler@va.gov,PSC R425,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,combined synopsis/solicitation,,Attachment text read; Attachment skipped: too large; Attachment skipped: too large
Rejected,D,3,RFP / Solicitation,"GPR Surveillance, Camp Zama, Japan",DEPT OF DEFENSE.DEPT OF THE AIR FORCE.PACIFIC AIR FORCES.FA5209  374 CONS PK,,Solicitation,b28d13d08413414cb136e0bf6a771085,FA520926Q0074,2026-08-20,15,541360,R425,,"Zama-shi, Kanagawa, JAPAN",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: air force. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/b28d13d08413414cb136e0bf6a771085/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e89af4bd9712468399552135874dd4e7/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=b28d13d08413414cb136e0bf6a771085&limit=1'}",Hiroko Takahashi,hiroko.takahashi.jp@us.af.mil,PSC R425,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,presolicitation,,Attachment text read
Rejected,D,3,Sources Sought / RFI,"TECHNICAL, ENGINEERING, AND LOGISTICS SUPPORT SERVICES",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NAVAL SURFACE WARFARE CENTER,,Sources Sought,4c849b482cf54e2aab00fbaf4afe61b2,N6426726R3004,2026-08-19,14,541330,R425,,,Not stated,,"Not a Butler-fit opportunity under the current conservative filter. Matched: navy, navsea.",None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/4c849b482cf54e2aab00fbaf4afe61b2/view,"{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=4c849b482cf54e2aab00fbaf4afe61b2&limit=1'}",Robert Soto,robert.soto76.civ@us.navy.mil,Primary NAICS 541330,Partial Refresh — Capacity Reached,High,Below Butler-fit threshold,sources sought,,No downloadable attachment links found.
Rejected,D,5,RFP / Solicitation,"Architect-Engineer (AE) Services to Support Hazardous, Toxic, and Radioactive Waste (HTRW) Multiple Award Task Order Contract (MATOC)",DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST MOBILE.W074 ENDIST MOBILE,,Solicitation,4966884c56cc498dbe8bdba91579bae0,W9127826RA018,2026-08-19,14,541330,C219,No Set aside used,"Mobile, Alabama, UNITED STATES",Not stated,,"Not a Butler-fit opportunity under the current conservative filter. Matched: mbe, army. Attachment text was included in the screen.",None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/4966884c56cc498dbe8bdba91579bae0/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2429b90864454d4e9f1697936d5d8a2e/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/33712402ccbc4a59ba3df9b1fea678bf/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/589c254a71af429894f056f90737a73d/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ea619964743b47e6ba6d2871ac15f2d3/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=4966884c56cc498dbe8bdba91579bae0&limit=1'}",Danielle Kachele,danielle.l.kachele@usace.army.mil,Primary NAICS 541330,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,combined synopsis/solicitation,,Attachment text read; Attachment text read; Attachment text read
Rejected,D,3,RFP / Solicitation,John Cochran VA Hospital Commissioning Services SATOC,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST KANSAS CITY.W071 ENDIST KANSAS CITY,,Solicitation,87225e22f71b4c6193c743bfd7cf63d0,W912DQ26R4062,2026-08-19,14,541330,C219,,,Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: army.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/87225e22f71b4c6193c743bfd7cf63d0/view,"{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=87225e22f71b4c6193c743bfd7cf63d0&limit=1'}",William Hill,WILLIAM.J.HILL@USACE.ARMY.MIL,Primary NAICS 541330,Partial Refresh — Capacity Reached,High,Below Butler-fit threshold,solicitation,,No downloadable attachment links found.
Rejected,D,0,RFP / Solicitation,Engineering Technician Services to JFET,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-APG.W6QK ACC-APG NATICK,,Solicitation,52839b3657134e00bbf4b85068256bc0,W911QY-26-R-ENGINEER-TECH-SERVICES-JFET,2026-08-18,13,541330,R425,Small Business Set Aside - Total,"Natick, Massachusetts, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: army. Attachment text was included in the screen.,Set-aside eligibility may limit prime feasibility,Ignore,No obvious vehicle restriction,Unknown — check Butler contract vehicles,Requires small-business set-aside eligibility.,Prime uncertain,Check whether Butler can qualify directly or should team with an eligible prime.,small business set aside,https://sam.gov/workspace/contract/opp/52839b3657134e00bbf4b85068256bc0/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2ad089e676e54364a883ee357370882a/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/31c3bf7a5ca040f495c3d8e5a815d661/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5dad6972b8484d76927a28aa9d1fcba5/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7870a44dc21b4a6ea835f0bcce5e506a/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/dc7a83a70774409cb64a072b114d56eb/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=52839b3657134e00bbf4b85068256bc0&limit=1'}",Chris Welsh,richard.c.welsh2.civ@army.mil,Primary NAICS 541330,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,combined synopsis/solicitation,,Attachment text read; Attachment text read; Attachment text read
Rejected,D,-2,RFP / Solicitation,Pharmacology and Toxicology for Therapeutics Program (PTTP) IDIQ Contracts,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF.NATIONAL INSTITUTES OF HEALTH.NATIONAL INSTITUTES OF HEALTH NIDA",,Solicitation,8fe50589beca4284af505b7f685504f1,75N98026R00138,2026-08-18,13,541715,AJ11,No Set aside used,"Bethesda, Maryland, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/8fe50589beca4284af505b7f685504f1/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/dd9f618663cb47f7a8924b66bda21794/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=8fe50589beca4284af505b7f685504f1&limit=1'}",Sneha Singh,sneha.singh@nih.gov,Primary NAICS 541715,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,presolicitation,,Attachment text read
Rejected,D,-2,RFP / Solicitation,Risk Underlying Rural Areas Longitudinal (RURAL) Heart and Lung Study –      Expansion Cohort,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF.NATIONAL INSTITUTES OF HEALTH.NATIONAL INSTITUTES OF HEALTH NHLBI",,Solicitation,5f71005f2d75402b9e419f7a124da680,75N98026R00074,2026-08-18,13,541715,AN12,,"Bethesda, Maryland, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/5f71005f2d75402b9e419f7a124da680/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cd71cb3f66e7431194566e6f7ff203f1/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=5f71005f2d75402b9e419f7a124da680&limit=1'}","Bulger, Elizabeth R.",elizabeth.bulger@nih.gov,Primary NAICS 541715,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,presolicitation,,Attachment text read
